"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45"
"11" 1 0.828282828282828 0.292929292929293 0.151515151515152 0.151515151515152 0.151515151515152 0.727272727272727 0.828282828282828 0.383838383838384 0.474747474747475 0.0909090909090909 0.828282828282828 0.0303030303030303 0.676767676767677 0.151515151515152 0.202020202020202 0.161616161616162 0.0303030303030303 0.191919191919192 0.0909090909090909 0.0303030303030303 0.171717171717172 0.858585858585859 0.151515151515152 0.828282828282828 0.252525252525253 0.0505050505050505 0.202020202020202 0.383838383838384 0.161616161616162 0.0909090909090909 0.151515151515152 0.383838383838384 0.828282828282828 1 0.151515151515152 0.151515151515152 0.0909090909090909 0.505050505050505 0.232323232323232 0.202020202020202 0.161616161616162 0.161616161616162 1 0.242424242424242
"12" 1 0.828282828282828 0.131313131313131 0.202020202020202 0.202020202020202 0.202020202020202 0.686868686868687 0.828282828282828 0.202020202020202 0.585858585858586 0.111111111111111 0.828282828282828 0.0404040404040404 0.636363636363636 0.202020202020202 0.111111111111111 0.101010101010101 0.0505050505050505 0.282828282828283 0.111111111111111 0.0404040404040404 0.0909090909090909 0.828282828282828 0.202020202020202 0.828282828282828 0.232323232323232 0.0909090909090909 0.111111111111111 0.202020202020202 0.282828282828283 0.111111111111111 0.202020202020202 0.393939393939394 0.828282828282828 1 0.131313131313131 0.202020202020202 0.111111111111111 0.636363636363636 0.202020202020202 0.111111111111111 0.202020202020202 0.101010101010101 0.95959595959596 0.131313131313131
"13" 1 0.808080808080808 0.252525252525253 0.191919191919192 0.191919191919192 0.121212121212121 0.696969696969697 0.808080808080808 0.191919191919192 0.585858585858586 0.101010101010101 0.808080808080808 0.0505050505050505 0.717171717171717 0.191919191919192 0.212121212121212 0.121212121212121 0.0505050505050505 0.272727272727273 0.101010101010101 0.0505050505050505 0.131313131313131 0.878787878787879 0.191919191919192 0.707070707070707 0.282828282828283 0.131313131313131 0.212121212121212 0.242424242424242 0.272727272727273 0.101010101010101 0.191919191919192 0.353535353535354 0.808080808080808 1 0.121212121212121 0.191919191919192 0.181818181818182 0.646464646464647 0.242424242424242 0.212121212121212 0.121212121212121 0.121212121212121 0.434343434343434 0.121212121212121
"14" 1 0.828282828282828 0.202020202020202 0.131313131313131 0.171717171717172 0.131313131313131 0.676767676767677 0.898989898989899 0.171717171717172 0.606060606060606 0.101010101010101 0.828282828282828 0.0202020202020202 0.686868686868687 0.171717171717172 0.101010101010101 0.131313131313131 0.0202020202020202 0.151515151515152 0.101010101010101 0.0202020202020202 0.0808080808080808 0.919191919191919 0.353535353535354 0.828282828282828 0.242424242424242 0.0808080808080808 0.101010101010101 0.363636363636364 0.151515151515152 0.101010101010101 0.171717171717172 0.353535353535354 0.828282828282828 1 0.202020202020202 0.171717171717172 0.101010101010101 0.464646464646465 0.131313131313131 0.101010101010101 0.131313131313131 0.131313131313131 0.464646464646465 0.202020202020202
"15" 1 0.797979797979798 0.191919191919192 0.141414141414141 0.171717171717172 0.141414141414141 0.555555555555556 0.797979797979798 0.171717171717172 0.424242424242424 0.0808080808080808 0.797979797979798 0.0202020202020202 0.696969696969697 0.171717171717172 0.202020202020202 0.141414141414141 0.0202020202020202 0.282828282828283 0.0808080808080808 0.0202020202020202 0.0909090909090909 0.919191919191919 0.363636363636364 0.717171717171717 0.272727272727273 0.141414141414141 0.202020202020202 0.242424242424242 0.282828282828283 0.131313131313131 0.171717171717172 0.363636363636364 0.797979797979798 1 0.191919191919192 0.171717171717172 0.131313131313131 0.454545454545455 0.242424242424242 0.202020202020202 0.141414141414141 0.141414141414141 0.929292929292929 0.383838383838384
"16" 0.888888888888889 0.848484848484849 0.0707070707070707 0.252525252525253 0.252525252525253 0.252525252525253 0.717171717171717 0.848484848484849 0.252525252525253 0.303030303030303 0.141414141414141 0.818181818181818 0.0909090909090909 0.888888888888889 0.181818181818182 0.202020202020202 0.131313131313131 0.0909090909090909 0.252525252525253 0.454545454545455 0.0909090909090909 0.212121212121212 0.95959595959596 0.292929292929293 0.777777777777778 0.191919191919192 0.212121212121212 0.171717171717172 0.434343434343434 0.252525252525253 0.141414141414141 0.252525252525253 0.292929292929293 0.848484848484849 0.95959595959596 0.0707070707070707 0.131313131313131 0.141414141414141 0.373737373737374 0.292929292929293 0.454545454545455 0.131313131313131 0.252525252525253 0.747474747474748 0.0707070707070707
"17" 1 0.838383838383838 0.232323232323232 0.181818181818182 0.171717171717172 0.171717171717172 0.676767676767677 0.838383838383838 0.171717171717172 0.404040404040404 0.0808080808080808 0.838383838383838 0.0404040404040404 0.676767676767677 0.171717171717172 0.111111111111111 0.0808080808080808 0.0404040404040404 0.141414141414141 0.0808080808080808 0.0404040404040404 0.131313131313131 0.97979797979798 0.505050505050505 0.707070707070707 0.272727272727273 0.131313131313131 0.111111111111111 0.242424242424242 0.151515151515152 0.0808080808080808 0.171717171717172 0.353535353535354 0.838383838383838 0.97979797979798 0.242424242424242 0.171717171717172 0.191919191919192 0.474747474747475 0.242424242424242 0.111111111111111 0.171717171717172 0.171717171717172 0.454545454545455 0.232323232323232
"18" 1 0.828282828282828 0.252525252525253 0.151515151515152 0.292929292929293 0.151515151515152 0.737373737373737 0.828282828282828 0.151515151515152 0.575757575757576 0.0909090909090909 0.828282828282828 0.0404040404040404 0.666666666666667 0.151515151515152 0.202020202020202 0.151515151515152 0.0404040404040404 0.252525252525253 0.161616161616162 0.0404040404040404 0.121212121212121 0.888888888888889 0.151515151515152 0.666666666666667 0.171717171717172 0.121212121212121 0.202020202020202 0.262626262626263 0.252525252525253 0.0909090909090909 0.151515151515152 0.383838383838384 0.828282828282828 1 0.252525252525253 0.292929292929293 0.0909090909090909 0.666666666666667 0.151515151515152 0.202020202020202 0.151515151515152 0.151515151515152 0.939393939393939 0.252525252525253
"19" 1 0.838383838383838 0.242424242424242 0.161616161616162 0.151515151515152 0.151515151515152 0.686868686868687 0.838383838383838 0.151515151515152 0.393939393939394 0.111111111111111 0.838383838383838 0.0404040404040404 0.696969696969697 0.161616161616162 0.101010101010101 0.151515151515152 0.0404040404040404 0.171717171717172 0.111111111111111 0.0404040404040404 0.131313131313131 0.878787878787879 0.161616161616162 0.727272727272727 0.171717171717172 0.141414141414141 0.101010101010101 0.474747474747475 0.171717171717172 0.111111111111111 0.151515151515152 0.424242424242424 0.838383838383838 1 0.242424242424242 0.151515151515152 0.111111111111111 0.464646464646465 0.252525252525253 0.333333333333333 0.151515151515152 0.151515151515152 0.414141414141414 0.383838383838384
"20" 1 0.828282828282828 0.121212121212121 0.121212121212121 0.313131313131313 0.313131313131313 0.535353535353535 0.808080808080808 0.313131313131313 0.595959595959596 0.0909090909090909 0.828282828282828 0.0303030303030303 0.656565656565657 0.313131313131313 0.121212121212121 0.111111111111111 0.0303030303030303 0.292929292929293 0.0909090909090909 0.0303030303030303 0.121212121212121 0.878787878787879 0.222222222222222 0.828282828282828 0.292929292929293 0.121212121212121 0.121212121212121 0.242424242424242 0.292929292929293 0.121212121212121 0.171717171717172 0.313131313131313 0.828282828282828 1 0.222222222222222 0.313131313131313 0.0909090909090909 0.656565656565657 0.121212121212121 0.242424242424242 0.121212121212121 0.121212121212121 0.424242424242424 0.363636363636364
"21" 1 0.818181818181818 0.262626262626263 0.111111111111111 0.323232323232323 0.323232323232323 0.535353535353535 0.818181818181818 0.171717171717172 0.545454545454546 0.101010101010101 0.818181818181818 0.0202020202020202 0.676767676767677 0.171717171717172 0.212121212121212 0.111111111111111 0.0505050505050505 0.282828282828283 0.101010101010101 0.0101010101010101 0.141414141414141 0.939393939393939 0.434343434343434 0.838383838383838 0.131313131313131 0.141414141414141 0.212121212121212 0.262626262626263 0.282828282828283 0.101010101010101 0.111111111111111 0.323232323232323 0.818181818181818 1 0.181818181818182 0.323232323232323 0.101010101010101 0.474747474747475 0.262626262626263 0.212121212121212 0.111111111111111 0.111111111111111 0.424242424242424 0.262626262626263
"22" 1 0.818181818181818 0.252525252525253 0.111111111111111 0.343434343434343 0.343434343434343 0.545454545454546 0.818181818181818 0.343434343434343 0.444444444444444 0.101010101010101 0.818181818181818 0.0202020202020202 0.676767676767677 0.343434343434343 0.101010101010101 0.111111111111111 0.0202020202020202 0.262626262626263 0.101010101010101 0.0202020202020202 0.151515151515152 0.868686868686869 0.191919191919192 0.808080808080808 0.242424242424242 0.151515151515152 0.101010101010101 0.252525252525253 0.262626262626263 0.101010101010101 0.111111111111111 0.343434343434343 0.818181818181818 1 0.252525252525253 0.343434343434343 0.101010101010101 0.444444444444444 0.252525252525253 0.101010101010101 0.111111111111111 0.111111111111111 0.434343434343434 0.252525252525253
"23" 1 0.828282828282828 0.151515151515152 0.202020202020202 0.313131313131313 0.313131313131313 0.535353535353535 0.797979797979798 0.313131313131313 0.555555555555556 0.0909090909090909 0.828282828282828 0.0404040404040404 0.656565656565657 0.313131313131313 0.222222222222222 0.121212121212121 0.0404040404040404 0.303030303030303 0.181818181818182 0.0404040404040404 0.0808080808080808 0.858585858585859 0.202020202020202 0.828282828282828 0.161616161616162 0.0707070707070707 0.222222222222222 0.262626262626263 0.282828282828283 0.0909090909090909 0.121212121212121 0.313131313131313 0.828282828282828 1 0.151515151515152 0.313131313131313 0.151515151515152 0.444444444444444 0.262626262626263 0.222222222222222 0.121212121212121 0.121212121212121 0.474747474747475 0.434343434343434
"24" 1 0.818181818181818 0.262626262626263 0.0909090909090909 0.303030303030303 0.0909090909090909 0.494949494949495 0.818181818181818 0.292929292929293 0.404040404040404 0.101010101010101 0.818181818181818 0.0303030303030303 0.656565656565657 0.303030303030303 0.232323232323232 0.0909090909090909 0.0303030303030303 0.262626262626263 0.101010101010101 0.0303030303030303 0.131313131313131 0.898989898989899 0.202020202020202 0.848484848484849 0.242424242424242 0.131313131313131 0.232323232323232 0.232323232323232 0.262626262626263 0.101010101010101 0.111111111111111 0.303030303030303 0.818181818181818 1 0.262626262626263 0.303030303030303 0.101010101010101 0.494949494949495 0.111111111111111 0.232323232323232 0.0909090909090909 0.0909090909090909 1 0.262626262626263
"25" 0.97979797979798 0.848484848484849 0.181818181818182 0.393939393939394 0.181818181818182 0.222222222222222 0.656565656565657 0.818181818181818 0.222222222222222 0.828282828282828 0.121212121212121 0.818181818181818 0.0707070707070707 0.97979797979798 0.393939393939394 0.262626262626263 0.222222222222222 0.0707070707070707 0.121212121212121 0.121212121212121 0.0707070707070707 0.131313131313131 0.97979797979798 0.222222222222222 0.767676767676768 0.0606060606060606 0.151515151515152 0.262626262626263 0.454545454545455 0.121212121212121 0.121212121212121 0.222222222222222 0.222222222222222 0.848484848484849 0.97979797979798 0.181818181818182 0.222222222222222 0.121212121212121 0.777777777777778 0.454545454545455 0.262626262626263 0.393939393939394 0.222222222222222 0.393939393939394 0.181818181818182
"26" 1 0.818181818181818 0.272727272727273 0.161616161616162 0.161616161616162 0.161616161616162 0.575757575757576 0.818181818181818 0.161616161616162 0.424242424242424 0.0909090909090909 0.818181818181818 0.0303030303030303 0.656565656565657 0.161616161616162 0.131313131313131 0.161616161616162 0.0303030303030303 0.303030303030303 0.0909090909090909 0.0303030303030303 0.131313131313131 0.818181818181818 0.161616161616162 0.818181818181818 0.272727272727273 0.131313131313131 0.131313131313131 0.252525252525253 0.161616161616162 0.0909090909090909 0.161616161616162 0.373737373737374 0.818181818181818 1 0.272727272727273 0.161616161616162 0.0909090909090909 0.424242424242424 0.252525252525253 0.131313131313131 0.161616161616162 0.161616161616162 0.424242424242424 0.272727272727273
"27" 1 0.808080808080808 0.242424242424242 0.161616161616162 0.161616161616162 0.333333333333333 0.696969696969697 0.898989898989899 0.161616161616162 0.545454545454546 0.101010101010101 0.808080808080808 0.0202020202020202 0.707070707070707 0.131313131313131 0.181818181818182 0.131313131313131 0.0202020202020202 0.272727272727273 0.101010101010101 0.0202020202020202 0.141414141414141 0.888888888888889 0.202020202020202 0.727272727272727 0.121212121212121 0.141414141414141 0.101010101010101 0.252525252525253 0.272727272727273 0.101010101010101 0.161616161616162 0.333333333333333 0.808080808080808 1 0.242424242424242 0.333333333333333 0.101010101010101 0.646464646464647 0.151515151515152 0.373737373737374 0.202020202020202 0.0808080808080808 0.414141414141414 0.242424242424242
